DOW,CUST_CLASS,COD_COUNTRY,COD_PRO,PRO_COM,VISITORS
Venerdì,visitor,222,47,47012,40
Domenica,visitor,222,17,17186,48
Lunedì,visitor,222,29,29034,72
Venerdì,visitor,222,16,16170,52
Giovedì,visitor,222,58,58032,88
Domenica,visitor,222,61,61083,36
Martedì,visitor,222,28,28062,92
Venerdì,visitor,222,8,8031,44
Domenica,visitor,222,12,12046,36
Venerdì,visitor,222,18,18069,36
Martedì,visitor,222,63,63063,36
Giovedì,visitor,222,108,108011,32
Giovedì,visitor,222,21,21047,32
Martedì,visitor,222,61,61099,32
Giovedì,visitor,222,13,13065,32
Martedì,visitor,222,102,102047,48
Lunedì,visitor,222,13,13129,40
Giovedì,visitor,222,54,54022,32
Sabato,visitor,222,58,58102,48
Lunedì,visitor,222,15,15113,32
Sabato,foreigner,226,,,7992
Sabato,foreigner,204,,,9432
Mercoledì,foreigner,310,,,9660
Domenica,foreigner,293,,,2868
Martedì,foreigner,238,,,1492
Lunedì,foreigner,244,,,504
Sabato,foreigner,,,,380
Domenica,foreigner,280,,,140
Martedì,visitor,222,26,26088,248
Domenica,visitor,222,23,23038,256
Martedì,visitor,222,27,27021,1800
Mercoledì,visitor,222,82,82053,680
Venerdì,visitor,222,24,24067,952
Venerdì,visitor,222,28,28055,4836
Venerdì,visitor,222,27,27003,3908
Sabato,visitor,222,24,24016,612
Venerdì,visitor,222,28,28013,3836
Domenica,visitor,222,76,76063,256
Domenica,visitor,222,78,78108,52
Martedì,visitor,222,27,27026,1616
Lunedì,visitor,222,48,48017,2148
Lunedì,visitor,222,27,27006,992
Lunedì,visitor,222,25,25022,116
Venerdì,visitor,222,23,23064,276
Sabato,visitor,222,37,37024,184
Lunedì,visitor,222,26,26010,1056
Mercoledì,visitor,222,9,9002,36
Mercoledì,visitor,222,28,28038,940
Giovedì,visitor,222,22,22219,44
Venerdì,visitor,222,17,17129,76
Domenica,visitor,222,29,29002,204
Venerdì,visitor,222,51,51002,344
Martedì,visitor,222,83,83005,72
Domenica,visitor,222,21,21115,32
Lunedì,visitor,222,28,28106,6204
Domenica,visitor,222,27,27037,1556
Domenica,visitor,222,24,24013,848
Lunedì,visitor,222,15,15027,180
Mercoledì,visitor,222,97,97044,52
Domenica,visitor,222,88,88012,40
Giovedì,visitor,222,26,26015,80
Giovedì,visitor,222,23,23045,100
Martedì,visitor,222,28,28068,1376
Martedì,visitor,222,17,17151,36
Giovedì,visitor,222,16,16059,40
Domenica,visitor,222,27,27021,2036
Martedì,visitor,222,40,40015,52
Mercoledì,visitor,222,25,25052,68
Giovedì,visitor,222,47,47014,212
Giovedì,visitor,222,17,17014,76
Mercoledì,visitor,222,38,38003,196
Giovedì,visitor,222,58,58046,196
Lunedì,visitor,222,24,24014,340
Lunedì,visitor,222,68,68028,332
Sabato,visitor,222,17,17179,184
Giovedì,visitor,222,26,26063,664
Mercoledì,visitor,222,24,24024,196
Martedì,visitor,222,36,36030,52
Mercoledì,visitor,222,15,15134,36
Sabato,visitor,222,15,15209,444
Martedì,visitor,222,39,39002,132
Mercoledì,visitor,222,15,15012,96
Mercoledì,visitor,222,29,29024,264
Domenica,visitor,222,29,29024,316
Mercoledì,visitor,222,52,52028,40
Sabato,visitor,222,21,21051,360
Giovedì,visitor,222,26,26068,660
Lunedì,visitor,222,30,30008,44
Giovedì,visitor,222,34,34025,40
Giovedì,visitor,222,110,110009,148
Sabato,visitor,222,29,29026,168
Giovedì,visitor,222,39,39001,84
Venerdì,visitor,222,26,26027,96
Sabato,visitor,222,37,37050,136
Sabato,visitor,222,24,24070,240
Venerdì,visitor,222,24,24070,272
Martedì,visitor,222,24,24091,204
Domenica,visitor,222,35,35017,68
Martedì,visitor,222,87,87033,36
Giovedì,visitor,222,24,24099,116
Sabato,visitor,222,72,72047,64
Martedì,visitor,222,101,101010,44
Lunedì,visitor,222,101,101010,44
Domenica,visitor,222,28,28078,432
Sabato,visitor,222,29,29035,564
Venerdì,visitor,222,7,7065,32
Mercoledì,visitor,222,46,46028,36
Mercoledì,visitor,222,22,22104,180
Giovedì,visitor,222,58,58116,60
Lunedì,visitor,222,89,89017,108
Martedì,visitor,222,12,12108,76
Venerdì,visitor,222,23,23061,148
Domenica,visitor,222,17,17185,44
Sabato,visitor,222,46,46024,64
Domenica,visitor,222,93,93037,464
Domenica,visitor,222,23,23048,160
Domenica,visitor,222,30,30079,112
Martedì,visitor,222,26,26004,168
Lunedì,visitor,222,1,1191,116
Giovedì,visitor,222,28,28078,312
Domenica,visitor,222,22,22087,132
Venerdì,visitor,222,63,63005,60
Domenica,visitor,222,66,66098,68
Giovedì,visitor,222,16,16180,60
Giovedì,visitor,222,34,34041,44
Giovedì,visitor,222,54,54018,152
Domenica,visitor,222,50,50031,108
Venerdì,visitor,222,37,37019,160
Venerdì,visitor,222,25,25041,104
Mercoledì,visitor,222,103,103072,120
Sabato,visitor,222,23,23011,48
Mercoledì,visitor,222,2,2158,116
Lunedì,visitor,222,26,26054,204
Sabato,visitor,222,41,41044,508
Sabato,visitor,222,23,23095,372
Sabato,visitor,222,8,8059,32
Giovedì,visitor,222,29,29009,208
Domenica,visitor,222,63,63057,60
Martedì,visitor,222,29,29017,164
Sabato,visitor,222,11,11016,60
Domenica,visitor,222,21,21013,204
Sabato,visitor,222,21,21019,80
Martedì,visitor,222,37,37056,40
Mercoledì,visitor,222,24,24091,236
Giovedì,visitor,222,48,48032,32
Lunedì,visitor,222,35,35020,92
Sabato,visitor,222,75,75022,32
Giovedì,visitor,222,15,15171,208
Giovedì,visitor,222,90,90003,80
Lunedì,visitor,222,26,26075,84
Venerdì,visitor,222,99,99003,48
Mercoledì,visitor,222,26,26071,316
Lunedì,visitor,222,16,16240,52
Venerdì,visitor,222,17,17062,48
Martedì,visitor,222,108,108015,60
Giovedì,visitor,222,35,35032,52
Mercoledì,visitor,222,16,16074,48
Sabato,visitor,222,97,97048,104
Domenica,visitor,222,69,69033,56
Lunedì,visitor,222,42,42034,136
Martedì,visitor,222,23,23020,56
Domenica,visitor,222,75,75087,56
Venerdì,visitor,222,17,17119,36
Mercoledì,visitor,222,98,98029,48
Mercoledì,visitor,222,16,16143,60
Domenica,visitor,222,34,34010,76
Lunedì,visitor,222,74,74007,96
Lunedì,visitor,222,30,30100,120
Venerdì,visitor,222,32,32001,108
Sabato,visitor,222,26,26072,164
Martedì,visitor,222,15,15040,40
Sabato,visitor,222,8,8011,32
Martedì,visitor,222,22,22124,72
Venerdì,visitor,222,65,65137,72
Mercoledì,visitor,222,58,58029,64
Mercoledì,visitor,222,93,93027,60
Martedì,visitor,222,46,46007,136
Mercoledì,visitor,222,108,108030,120
Venerdì,visitor,222,21,21016,44
Sabato,visitor,222,108,108009,84
Venerdì,visitor,222,25,25004,92
Lunedì,visitor,222,52,52028,60
Mercoledì,visitor,222,39,39013,60
Mercoledì,visitor,222,60,60036,32
Sabato,visitor,222,87,87008,32
Venerdì,visitor,222,16,16194,76
Venerdì,visitor,222,21,21056,40
Domenica,visitor,222,35,35037,40
Sabato,visitor,222,23,23040,220
Giovedì,visitor,222,28,28062,88
Domenica,visitor,222,22,22207,44
Sabato,visitor,222,22,22217,36
Giovedì,visitor,222,22,22099,64
Venerdì,visitor,222,26,26073,152
Venerdì,visitor,222,50,50031,80
Mercoledì,visitor,222,15,15103,68
Mercoledì,visitor,222,29,29009,200
Mercoledì,visitor,222,25,25026,64
Giovedì,visitor,222,108,108053,64
Domenica,visitor,222,87,87031,32
Venerdì,visitor,222,30,30044,40
Sabato,visitor,222,15,15076,96
Domenica,visitor,222,29,29032,76
Mercoledì,visitor,222,67,67044,64
Giovedì,visitor,222,77,77020,44
Martedì,visitor,222,1,1219,132
Mercoledì,visitor,222,12,12009,32
Domenica,visitor,222,99,99002,156
Domenica,visitor,222,50,50028,60
Lunedì,visitor,222,21,21067,44
Domenica,visitor,222,9,9002,60
Domenica,visitor,222,87,87033,44
Venerdì,visitor,222,67,67031,32
Mercoledì,foreigner,204,,,11388
Sabato,foreigner,515,,,132
Domenica,visitor,222,42,42036,56
Lunedì,visitor,222,46,46024,80
Giovedì,visitor,222,22,22151,48
Domenica,visitor,222,68,68011,44
Domenica,visitor,222,63,63023,48
Mercoledì,visitor,222,28,28012,48
Venerdì,visitor,222,17,17023,68
Giovedì,visitor,222,51,51018,40
Lunedì,visitor,222,51,51033,36
Domenica,visitor,222,21,21056,40
Sabato,visitor,222,47,47002,60
Martedì,visitor,222,25,25017,44
Domenica,visitor,222,59,59014,32
Sabato,visitor,222,108,108008,44
Mercoledì,visitor,222,89,89016,32
Martedì,visitor,222,16,16153,48
Venerdì,visitor,222,54,54013,52
Martedì,visitor,222,48,48021,32
Mercoledì,visitor,222,58,58013,52
Sabato,visitor,222,30,30082,32
Giovedì,foreigner,295,,,32
Sabato,foreigner,286,,,836
Giovedì,foreigner,604,,,108
Lunedì,foreigner,732,,,68
Mercoledì,visitor,222,80,80069,32
Martedì,visitor,222,47,47012,44
Mercoledì,visitor,222,108,108011,48
Domenica,visitor,222,64,64005,32
Martedì,visitor,222,78,78047,36
Lunedì,resident,222,28,28060,172400
Lunedì,visitor,222,28,28040,1764
Giovedì,visitor,222,28,28072,10888
Martedì,visitor,222,48,48044,108
Martedì,visitor,222,97,97007,40
Mercoledì,visitor,222,28,28002,928
Venerdì,visitor,222,24,24122,828
Domenica,visitor,222,26,26055,1256
Venerdì,visitor,222,22,22009,140
Domenica,visitor,222,37,37031,76
Sabato,visitor,222,28,28042,840
Domenica,visitor,222,42,42035,52
Martedì,visitor,222,26,26031,204
Martedì,visitor,222,26,26082,532
Sabato,visitor,222,28,28011,1492
Martedì,visitor,222,24,24012,2164
Lunedì,visitor,222,2,2158,152
Giovedì,visitor,222,28,28035,1456
Mercoledì,visitor,222,27,27008,3456
Giovedì,visitor,222,24,24088,280
Domenica,visitor,222,38,38022,268
Venerdì,visitor,222,29,29004,1048
Sabato,visitor,222,29,29038,340
Giovedì,visitor,222,28,28074,816
Lunedì,visitor,222,28,28030,4576
Domenica,visitor,222,1,1272,3660
Venerdì,visitor,222,83,83049,108
Giovedì,visitor,222,93,93041,304
Domenica,visitor,222,30,30129,1972
Domenica,visitor,222,25,25020,124
Sabato,visitor,222,64,64008,164
Mercoledì,visitor,222,26,26008,680
Domenica,visitor,222,28,28062,120
Domenica,visitor,222,15,15106,108
Venerdì,visitor,222,15,15243,44
Lunedì,visitor,222,34,34020,32
Sabato,visitor,222,48,48043,176
Mercoledì,visitor,222,23,23081,396
Mercoledì,visitor,222,26,26057,232
Sabato,visitor,222,27,27010,300
Venerdì,visitor,222,30,30062,76
Sabato,visitor,222,30,30100,96
Venerdì,visitor,222,24,24052,812
Venerdì,visitor,222,23,23078,32
Lunedì,visitor,222,108,108035,120
Mercoledì,visitor,222,97,97048,144
Lunedì,visitor,222,12,12137,64
Sabato,visitor,222,15,15185,72
Mercoledì,visitor,222,15,15182,464
Martedì,visitor,222,93,93029,92
Venerdì,visitor,222,15,15125,80
Venerdì,visitor,222,30,30049,300
Domenica,visitor,222,20,20019,52
Martedì,visitor,222,50,50035,60
Mercoledì,visitor,222,83,83076,32
Lunedì,visitor,222,39,39009,68
Domenica,visitor,222,24,24042,140
Giovedì,visitor,222,25,25053,216
Martedì,visitor,222,17,17062,32
Domenica,visitor,222,29,29027,168
Lunedì,visitor,222,16,16006,64
Venerdì,visitor,222,108,108053,88
Venerdì,visitor,222,40,40013,84
Lunedì,visitor,222,22,22007,64
Venerdì,visitor,222,23,23081,352
Giovedì,visitor,222,24,24086,540
Domenica,visitor,222,81,81011,188
Venerdì,visitor,222,75,75068,56
Venerdì,visitor,222,28,28014,1576
Domenica,visitor,222,28,28096,1892
Sabato,visitor,222,43,43013,204
Venerdì,visitor,222,81,81011,188
Martedì,visitor,222,24,24102,344
Domenica,visitor,222,24,24022,204
Venerdì,visitor,222,23,23083,356
Mercoledì,visitor,222,19,19036,404
Mercoledì,visitor,222,109,109006,156
Lunedì,visitor,222,58,58065,136
Sabato,visitor,222,37,37031,56
Giovedì,visitor,222,25,25055,56
Venerdì,visitor,222,73,73021,52
Venerdì,visitor,222,72,72006,612
Mercoledì,visitor,222,22,22001,96
Venerdì,visitor,222,38,38002,172
Lunedì,visitor,222,108,108015,72
Domenica,visitor,222,23,23073,564
Mercoledì,visitor,222,22,22215,32
Mercoledì,visitor,222,61,61009,44
Giovedì,visitor,222,15,15189,168
Martedì,visitor,222,99,99016,44
Martedì,visitor,222,20,20053,140
Martedì,visitor,222,15,15220,148
Venerdì,visitor,222,72,72038,116
Martedì,visitor,222,24,24095,192
Sabato,visitor,222,28,28079,1296
Giovedì,visitor,222,12,12127,104
Martedì,visitor,222,20,20030,808
Giovedì,visitor,222,24,24040,108
Sabato,visitor,222,26,26057,200
Venerdì,visitor,222,24,24096,252
Domenica,visitor,222,31,31009,72
Venerdì,visitor,222,19,19035,204
Martedì,visitor,222,21,21033,32
Martedì,visitor,222,21,21011,140
Martedì,visitor,222,26,26076,380
Venerdì,visitor,222,24,24030,328
Giovedì,visitor,222,23,23039,80
Domenica,visitor,222,15,15173,60
Giovedì,visitor,222,43,43053,44
Martedì,visitor,222,24,24002,120
Lunedì,visitor,222,3,3130,32
Giovedì,visitor,222,15,15074,44
Sabato,visitor,222,71,71024,344
Venerdì,visitor,222,93,93013,152
Mercoledì,visitor,222,25,25061,104
Giovedì,visitor,222,99,99013,116
Giovedì,visitor,222,26,26037,104
Mercoledì,visitor,222,12,12040,216
Domenica,visitor,222,26,26004,172
Giovedì,visitor,222,20,20015,72
Sabato,visitor,222,23,23065,36
Lunedì,visitor,222,26,26076,444
Lunedì,visitor,222,37,37037,140
Giovedì,visitor,222,63,63067,60
Martedì,visitor,222,34,34013,52
Sabato,visitor,222,69,69081,64
Domenica,visitor,222,93,93032,212
Sabato,visitor,222,15,15041,72
Martedì,visitor,222,63,63092,36
Venerdì,visitor,222,36,36006,184
Mercoledì,visitor,222,37,37005,76
Mercoledì,visitor,222,103,103008,32
Giovedì,visitor,222,110,110001,112
Martedì,visitor,222,18,18122,44
Lunedì,visitor,222,22,22114,48
Martedì,visitor,222,48,48001,52
Giovedì,visitor,222,17,17107,80
Sabato,visitor,222,73,73007,48
Lunedì,visitor,222,12,12127,92
Giovedì,visitor,222,16,16091,112
Sabato,visitor,222,16,16091,148
Martedì,visitor,222,108,108009,116
Lunedì,visitor,222,29,29047,232
Domenica,visitor,222,21,21033,44
Giovedì,visitor,222,30,30074,100
Lunedì,visitor,222,26,26072,132
Domenica,visitor,222,93,93008,60
Martedì,visitor,222,43,43009,32
Sabato,visitor,222,20,20024,32
Venerdì,visitor,222,109,109034,64
Mercoledì,visitor,222,63,63002,100
Giovedì,visitor,222,38,38004,192
Martedì,visitor,222,1,1164,96
Venerdì,visitor,222,108,108021,36
Mercoledì,visitor,222,1,1191,116
Sabato,visitor,222,61,61083,36
Lunedì,visitor,222,43,43015,36
Martedì,visitor,222,17,17173,52
Venerdì,visitor,222,20,20028,108
Mercoledì,visitor,222,48,48044,84
Domenica,visitor,222,16,16201,84
Mercoledì,visitor,222,43,43023,152
Martedì,visitor,222,25,25055,52
Domenica,visitor,222,58,58111,88
Sabato,visitor,222,16,16033,32
Giovedì,visitor,222,17,17077,72
Venerdì,visitor,222,23,23049,72
Lunedì,visitor,222,97,97044,40
Domenica,visitor,222,88,88011,40
Sabato,visitor,222,15,15230,36
Lunedì,visitor,222,63,63041,44
Mercoledì,visitor,222,1,1217,56
Giovedì,visitor,222,1,1217,44
Lunedì,visitor,222,80,80028,32
Sabato,visitor,222,83,83007,44
Giovedì,visitor,222,23,23049,52
Mercoledì,visitor,222,24,24082,284
Venerdì,visitor,222,74,74017,84
Venerdì,visitor,222,23,23026,60
Mercoledì,visitor,222,23,23055,220
Giovedì,visitor,222,48,48036,68
Giovedì,visitor,222,108,108040,40
Martedì,visitor,222,93,93040,104
Sabato,visitor,222,48,48024,72
Lunedì,visitor,222,37,37046,132
Sabato,visitor,222,71,71051,72
Martedì,visitor,222,30,30055,52
Domenica,visitor,222,28,28053,164
Mercoledì,visitor,222,26,26074,192
Lunedì,visitor,222,32,32003,32
Sabato,visitor,222,98,98050,52
Domenica,visitor,222,23,23086,32
Giovedì,visitor,222,20,20051,68
Sabato,visitor,222,28,28005,80
Martedì,visitor,222,92,92050,36
Domenica,visitor,222,26,26067,32
Sabato,visitor,222,51,51012,64
Giovedì,visitor,222,38,38024,36
Venerdì,visitor,222,35,35022,60
Domenica,visitor,222,88,88009,64
Martedì,visitor,222,1,1309,40
Giovedì,visitor,222,15,15237,64
Lunedì,visitor,222,23,23049,60
Domenica,visitor,222,14,14029,44
Sabato,visitor,222,27,27009,48
Lunedì,visitor,222,22,22025,48
Martedì,visitor,222,27,27009,48
Venerdì,visitor,222,23,23016,160
Venerdì,visitor,222,15,15002,120
Sabato,visitor,222,63,63058,64
Martedì,visitor,222,28,28012,36
Mercoledì,visitor,222,22,22031,40
Martedì,visitor,222,63,63067,64
Giovedì,visitor,222,37,37056,32
Martedì,visitor,222,30,30070,36
Venerdì,visitor,222,28,28062,68
Martedì,visitor,222,22,22055,32
Lunedì,visitor,222,11,11016,48
Martedì,visitor,222,31,31002,60
Sabato,visitor,222,21,21041,76
Sabato,visitor,222,23,23031,56
Giovedì,visitor,222,15,15243,44
Martedì,visitor,222,3,3143,32
Sabato,visitor,222,29,29036,32
Giovedì,visitor,222,12,12008,32
Lunedì,visitor,222,30,30070,40
Lunedì,visitor,222,69,69041,32
Giovedì,visitor,222,40,40041,44
Martedì,visitor,222,10,10028,32
Mercoledì,visitor,222,54,54050,40
Domenica,visitor,222,48,48028,64
Sabato,visitor,222,47,47019,36
Domenica,visitor,222,16,16104,36
Domenica,visitor,222,1,1013,32
Domenica,foreigner,268,,,1568
Lunedì,foreigner,234,,,7188
Venerdì,foreigner,460,,,14568
Lunedì,foreigner,311,,,2096
Martedì,foreigner,247,,,264
Mercoledì,foreigner,231,,,188
Martedì,foreigner,454,,,220
Sabato,foreigner,274,,,36
Lunedì,foreigner,604,,,104
Martedì,foreigner,502,,,64
Giovedì,foreigner,,,,396
Sabato,visitor,222,20,20055,104
Martedì,visitor,222,28,28071,1636
Venerdì,visitor,222,23,23023,160
Martedì,visitor,222,23,23050,356
Giovedì,visitor,222,28,28016,9236
Giovedì,visitor,222,15,15106,68
Martedì,visitor,222,36,36040,140
Sabato,visitor,222,24,24029,480
Lunedì,visitor,222,15,15015,108
Martedì,visitor,222,24,24061,1220
Mercoledì,visitor,222,26,26043,2836
Mercoledì,visitor,222,36,36022,216
Sabato,visitor,222,23,23096,968
Domenica,visitor,222,99,99014,956
Domenica,visitor,222,58,58046,256
Domenica,visitor,222,28,28093,1012
Venerdì,visitor,222,42,42045,208
Mercoledì,visitor,222,17,17029,1204
Lunedì,visitor,222,28,28020,2084
Mercoledì,visitor,222,93,93041,332
Domenica,visitor,222,22,22205,3168
Lunedì,visitor,222,13,13133,40
Venerdì,visitor,222,21,21115,64
Giovedì,visitor,222,23,23059,224
Mercoledì,visitor,222,88,88009,108
Giovedì,visitor,222,30,30083,48
Venerdì,visitor,222,28,28059,1996
Martedì,visitor,222,28,28034,2636
Martedì,visitor,222,17,17023,80
Venerdì,visitor,222,30,30027,252
Venerdì,visitor,222,24,24025,216
Domenica,visitor,222,89,89017,188
Martedì,visitor,222,26,26089,1556
Mercoledì,visitor,222,28,28105,772
Giovedì,visitor,222,24,24036,1280
Domenica,visitor,222,28,28021,912
Mercoledì,visitor,222,16,16091,124
Martedì,visitor,222,28,28038,820
Giovedì,visitor,222,15,15157,124
Domenica,visitor,222,24,24027,564
Sabato,visitor,222,37,37061,248
Domenica,visitor,222,48,48022,40
Martedì,visitor,222,26,26092,868
Sabato,visitor,222,15,15189,200
Domenica,visitor,222,18,18123,44
Venerdì,visitor,222,29,29033,584
Giovedì,visitor,222,26,26040,344
Domenica,visitor,222,26,26093,304
Sabato,visitor,222,22,22161,764
Giovedì,visitor,222,15,15036,188
Sabato,visitor,222,17,17107,60
Lunedì,visitor,222,24,24026,364
Lunedì,visitor,222,1,1156,120
Venerdì,visitor,222,15,15051,68
Sabato,visitor,222,24,24030,416
Domenica,visitor,222,15,15243,32
Lunedì,visitor,222,23,23020,48
Sabato,visitor,222,22,22216,32
Lunedì,visitor,222,22,22086,32
Giovedì,visitor,222,26,26093,292
Mercoledì,visitor,222,23,23001,100
Sabato,visitor,222,11,11015,292
Mercoledì,visitor,222,24,24016,484
Mercoledì,visitor,222,5,5017,48
Domenica,visitor,222,13,13118,56
Giovedì,visitor,222,29,29023,168
Mercoledì,visitor,222,38,38020,100
Domenica,visitor,222,15,15051,92
Sabato,visitor,222,29,29039,780
Martedì,visitor,222,25,25020,112
Venerdì,visitor,222,108,108035,92
Giovedì,visitor,222,26,26058,280
Mercoledì,visitor,222,60,60006,84
Sabato,visitor,222,21,21028,40
Mercoledì,visitor,222,24,24042,168
Sabato,visitor,222,20,20065,252
Sabato,visitor,222,27,27025,392
Sabato,visitor,222,24,24026,424
Mercoledì,visitor,222,52,52014,32
Domenica,visitor,222,28,28029,288
Domenica,visitor,222,17,17014,40
Domenica,visitor,222,36,36010,56
Sabato,visitor,222,29,29025,156
Martedì,visitor,222,21,21013,180
Lunedì,visitor,222,47,47012,48
Lunedì,visitor,222,108,108006,48
Lunedì,visitor,222,24,24110,260
Domenica,visitor,222,29,29017,220
Lunedì,visitor,222,26,26070,160
Sabato,visitor,222,12,12123,128
Lunedì,visitor,222,22,22224,56
Sabato,visitor,222,59,59032,44
Domenica,visitor,222,37,37056,84
Venerdì,visitor,222,21,21076,96
Mercoledì,visitor,222,26,26080,248
Domenica,visitor,222,92,92003,32
Domenica,visitor,222,23,23007,164
Domenica,visitor,222,24,24090,68
Domenica,visitor,222,73,73013,100
Giovedì,visitor,222,36,36046,144
Sabato,visitor,222,21,21086,72
Martedì,visitor,222,25,25024,72
Lunedì,visitor,222,24,24030,340
Giovedì,visitor,222,27,27016,172
Martedì,visitor,222,12,12042,108
Domenica,visitor,222,25,25018,40
Martedì,visitor,222,72,72024,36
Martedì,visitor,222,20,20037,64
Lunedì,visitor,222,35,35032,52
Domenica,visitor,222,21,21076,144
Venerdì,visitor,222,41,41020,56
Domenica,visitor,222,30,30037,76
Mercoledì,visitor,222,29,29026,112
Martedì,visitor,222,52,52006,48
Giovedì,visitor,222,37,37031,80
Sabato,visitor,222,48,48001,64
Domenica,visitor,222,12,12004,88
Martedì,visitor,222,24,24005,96
Lunedì,visitor,222,76,76048,84
Giovedì,visitor,222,60,60043,40
Venerdì,visitor,222,80,80038,48
Giovedì,visitor,222,44,44045,40
